Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
B6,3/5/2023,16,N283JB,JFK,22:47,22:53,72,70,6,22:51,2,0,0,0,0,0
B6,3/5/2023,56,N229JB,MCO,16:51,20:34,164,171,223,20:30,4,151,0,7,0,65
B6,3/5/2023,116,N375JB,JFK,14:43,15:07,73,85,24,15:02,5,12,0,12,0,0
B6,3/6/2023,16,N334JB,JFK,22:47,23:27,72,60,40,23:24,3,5,0,0,0,35
B6,3/6/2023,56,N324JB,MCO,16:51,17:41,164,209,50,17:37,4,0,0,50,0,0
B6,3/6/2023,116,N284JB,JFK,14:43,14:40,73,68,-3,14:37,3,0,0,0,0,0
B6,3/7/2023,16,N193JB,JFK,22:38,0:45,78,55,127,0:42,3,120,0,0,0,7
B6,3/7/2023,56,N266JB,MCO,16:51,17:05,164,181,14,17:01,4,0,0,0,0,0
B6,3/7/2023,116,N281JB,JFK,14:43,14:29,73,63,-14,14:25,4,0,0,0,0,0
B6,3/8/2023,16,N274JB,JFK,22:38,22:43,78,69,5,22:39,4,0,0,0,0,0
B6,3/8/2023,56,N203JB,MCO,16:51,16:54,164,175,3,16:51,3,0,0,0,0,0
B6,3/8/2023,116,N193JB,JFK,14:43,15:35,73,69,52,15:32,3,52,0,0,0,0
B6,3/9/2023,16,N197JB,JFK,22:38,22:42,78,86,4,22:37,5,0,0,0,0,0
B6,3/9/2023,56,N279JB,MCO,16:51,16:58,164,173,7,16:55,3,0,0,0,0,0
B6,3/9/2023,116,N283JB,JFK,14:43,14:35,73,72,-8,14:32,3,0,0,0,0,0
B6,3/10/2023,16,N283JB,JFK,22:38,22:48,78,68,10,22:44,4,0,0,0,0,0
B6,3/10/2023,56,N247JB,MCO,16:51,16:39,164,161,-12,16:35,4,0,0,0,0,0
B6,3/10/2023,116,N368JB,JFK,14:43,14:31,73,68,-12,14:27,4,0,0,0,0,0
B6,3/11/2023,16,N265JB,JFK,22:38,23:50,78,87,72,23:48,2,15,0,9,0,48
B6,3/11/2023,56,N281JB,MCO,16:51,18:26,164,184,95,18:21,5,23,0,20,0,52
B6,3/11/2023,116,N368JB,JFK,14:43,15:01,73,71,18,14:56,5,18,0,0,0,0
B6,3/12/2023,16,N192JB,JFK,22:20,22:28,80,85,8,22:23,5,0,0,0,0,0
B6,3/12/2023,56,N328JB,MCO,16:51,17:26,164,193,35,17:21,5,6,0,29,0,0
B6,3/12/2023,116,N324JB,JFK,14:43,16:44,73,76,121,16:40,4,118,0,3,0,0
B6,3/13/2023,16,N228JB,JFK,22:38,0:00,78,0,0,0:00,0,0,0,0,0,0
B6,3/13/2023,56,N354JB,MCO,16:51,20:23,164,168,212,20:19,4,0,25,4,0,183
B6,3/13/2023,116,N355JB,JFK,14:43,14:52,73,64,9,14:49,3,0,0,0,0,0
B6,3/14/2023,16,N337JB,JFK,22:38,23:16,78,88,38,23:13,3,19,0,10,0,9
B6,3/14/2023,56,N354JB,MCO,16:51,18:19,164,167,88,18:14,5,0,85,3,0,0
B6,3/14/2023,116,N266JB,JFK,14:43,15:13,73,99,30,15:06,7,0,0,30,0,0
B6,3/15/2023,16,N267JB,JFK,22:38,23:55,78,81,77,23:51,4,4,0,3,0,70
